,description,place,charged_amount,label,label_id
4946,Repair of non-healed wrist bone,F,3102.64,High,4
4948,Removal of dead collar bone,F,3610.26,High,4
4951,Repair of forearm and/or wrist tendon covering with graft,F,2939.94,High,4
4957,Repair of hinged joint of upper and lower jaw bones,F,4214.44,High,4
4966,Creation of flap to close mastoid cavity,F,3749.17,High,4
4968,"Destruction of 1 or more liver growths, accessed through the skin",F,4220.85,High,4
4970,Vaginal removal of uterus (250 grams or less) with repair of herniated bowel,F,2656.34,High,4
4971,Removal of knee cartilage,F,2776.56,High,4
4986,Revision of stomach reduction device using an endoscope,F,3583.64,High,4
4995,Repair of groin hernia using an endoscope,F,2692.17,High,4
5004,Open treatment of broken eye socket bone with bone graft,F,2896.67,High,4
5005,Reconstruction of midface with bone graft,F,3203.05,High,4
5012,Repair of trapped hernia using an endoscope,F,2904.95,High,4
5013,Anesthesia for removal of pelvic organs including use of an endoscope,F,3762.77,High,4
5015,Repair of disrupted collateral ligament of ankle,F,2653.47,High,4
5016,Removal of prostate gland,F,4120.47,High,4
5018,Incision to repair forearm bone,F,3008.84,High,4
5020,Removal of blood clot and portion of artery of lower leg,F,3618.37,High,4
5028,Eyelid procedure,F,2656.05,High,4
5033,"Skin graft of face, scalp, eyelids, mouth, neck, ears, eye region, genitals, hands, feet, and/or multiple fingers or toes (first 100 sq cm or less, or 1% body area of infants and children)",F,2736.59,High,4
5035,Partial destruction and reconstruction of upper heart chamber,F,3715.5,High,4
5042,Repair of knee joint with bone graft using an endoscope,F,3245.4,High,4
5044,Liver procedure using an endoscope,F,3352.49,High,4
5050,Removal of gallbladder cyst,F,3972.39,High,4
5051,Suture of hand or foot common sensory nerve,F,3167.75,High,4
5055,Removal of pressure sore with skin graft at lower pelvic bone,F,2820.5,High,4
5060,Repair of spinal fluid leak into nasal sinus using an endoscope,F,4465.47,High,4
5065,Removal of defect in wall of esophagus,F,3392.48,High,4
5071,Anesthesia for kidney transplant,F,3315.65,High,4
5082,Removal of hip or pelvic nerve,F,3988.55,High,4
5092,Open treatment of broken and/or dislocated lower spine bones,F,4197.1,High,4
5094,Reinsertion of spinal fixation device,F,4155.4,High,4
5102,Vaginal removal of uterus (greater than 250 grams) using an endoscope,F,2940.21,High,4
5104,Insertion of implantable arterial infusion pump,F,3507.76,High,4
5106,Open treatment of broken upper arm bone,F,2708.22,High,4
5115,Partial removal of esophagus and stomach,F,3326.3,High,4
5116,Suture of stomach laceration,F,2954.58,High,4
5145,Suture of wound or injury of kidney,F,3404.76,High,4
5148,Removal of thymus gland using an endoscope,F,4309.06,High,4
5154,Fusion of ankle joint,F,3770.4,High,4
5158,Removal of blood clot in vena cava,F,4264.58,High,4
5163,Oral removal of upper jaw bone growth or cyst,F,4407.47,High,4
5164,Removal of scar tissue to release tendon of palm or finger,F,2686.88,High,4
5168,"Removal of blood clot in vena cava, pelvic or thigh artery",F,4284.68,High,4
5169,Suture of facial nerve outside skull,F,3557.16,High,4
5174,Removal of dead or infected foot joint tissue using an endoscope,F,3455.89,High,4
5192,"Removal of tissue and/or bone at elbow with tendon repair, open procedure",F,3760.06,High,4
5193,Open treatment of broken thigh bone,F,3948.26,High,4
5198,Anesthesia for procedure on windpipe and lung airway,F,2690.41,High,4
5202,Muscle flap wound repair of arm,F,4053.48,High,4
5210,Removal of excessive skin of lower eyelid,F,2842.43,High,4
5212,Open treatment of broken thumb at wrist,F,3134.23,High,4
5213,Repair of knee joint using an endoscope,F,3852.69,High,4
5215,Bypass of diseased or blocked artery (neck to opposite neck artery),F,3053.69,High,4
5220,"Suture of large bowel ulcer, defect, wound, injury, or rupture with creation of opening",F,3231.17,High,4
5224,Repositioning of urinary duct (ureter) using an endoscope,F,3228.09,High,4
5239,Open treatment of broken upper arm bone at shoulder,F,2921.56,High,4
5240,Removal of blood clot and portion of artery of abdominal aorta,F,3569.1,High,4
5242,Transplantation of stem cells to cornea,F,3864.37,High,4
5250,Removal of lens material,F,4078.05,High,4
5259,Repair of drainage of heart artery and vein,F,2812.17,High,4
5262,Open treatment of broken eye socket bone with bone graft,F,3363.69,High,4
5266,Removal of blood clot and portion of artery of upper thigh,F,3300.46,High,4
5271,"Insertion of intravascular stents in vein, open or accessed through the skin, with radiological supervision and interpretation",F,3223.94,High,4
5272,Bypass of diseased or blocked artery (arm to lower leg artery),F,4200.72,High,4
5275,Repair of defect of aorta in chest,F,3891.62,High,4
5280,Incision of nasal sinus with placement of bone graft,F,3375.25,High,4
5282,Removal of pressure sore and bone at tailbone with skin graft,F,2717.04,High,4
5290,Incision of kidney complicated by congenital defect,F,3483.5,High,4
5292,Repair of muscle at lower esophagus and stomach,F,3176.51,High,4
5297,Bypass of diseased or blocked artery (lower thigh to lower leg artery),F,3405.36,High,4
5304,Release of ear bone,F,3480.26,High,4
5317,Suture of median motor thenar nerve (hand),F,3706.37,High,4
5318,Partial removal of small and large bowel with attachment of small and large bowel using an endoscope,F,3628.67,High,4
5322,Removal of stomach reduction device and port beneath the skin using an endoscope,F,4203.47,High,4
5328,Removal or repair of temporal bone conduction hearing device,F,4041.93,High,4
5333,"Insertion of posterior spinal instrumentation for spinal stabilization, 3 to 6 vertebral segments",F,3378.47,High,4
5338,Release of abnormal veins blocking urinary duct (ureter),F,3434.47,High,4
5352,Partial removal of small bowel,F,3481.83,High,4
5365,Removal of (less than 5 centimeters) growth of neck or front of chest,F,2932.27,High,4
5372,Incision to straighten toe bones,F,3675.66,High,4
5375,Removal or repair of temporal bone conduction hearing device,F,3253.0,High,4
5380,Suture or patch of two-leaflet heart valve,F,4243.03,High,4
5382,Incision to repair forearm bone,F,3488.95,High,4
5394,"Balloon dilation of arteries in one leg, endovascular, accessed through the skin or open procedure",F,3380.9,High,4
5402,Removal of blood clot or foreign body from sac that covers the heart,F,2685.02,High,4
5403,Partial removal of wrist joint lining using an endoscope,F,3461.06,High,4
5410,Suture of pancreatic injury,F,3140.05,High,4
5418,Open treatment of broken finger,F,3400.27,High,4
5421,Open treatment of broken of lower forearm or growth plate separation with insertion of hardware of 2 fragments,F,3828.88,High,4
5424,Incision of upper thigh bone at hip joint,F,4308.73,High,4
5430,Open treatment of growth plate separation at end of thigh bone,F,3054.13,High,4
5432,Anchoring of biceps tendon,F,2969.73,High,4
5435,Suture of ulnar nerve (forearm or hand),F,3093.73,High,4
5436,Repair of narrowed area in lung airway,F,4200.94,High,4
5451,Open treatment of broken wrist bone,F,3499.86,High,4
5454,Repair of abnormal artery and vein connection of head and neck,F,3814.53,High,4
5462,Removal of foreign body or clot protein deposit in lung lining,F,3055.52,High,4
5463,Removal of neck lymph nodes,F,4208.52,High,4
5471,Removal of lining of tendon covering of wrist,F,2656.22,High,4
5475,Revision of previous mastoid surgery and ear drum,F,4253.15,High,4
5476,Repair of finger joint,F,3946.02,High,4
5477,Partial removal of tongue,F,3337.31,High,4
5486,Creation of eye fluid drainage tract,F,2892.73,High,4
5488,Decompression of eye bone using an endoscope,F,3890.93,High,4
5492,Repair of prolapsed rectum,F,3396.94,High,4
5494,Repair of trapped incisional hernia using an endoscope,F,3804.06,High,4
5510,Removal and reinsertion of implant at wrist joint,F,4517.19,High,4
5515,Open treatment of broken upper arm bone at elbow,F,3037.88,High,4
5525,Revision of implanted cranial nerve neurostimulator electrodes,F,2983.28,High,4
5531,Bypass graft of neck artery,F,3055.67,High,4
5535,Bypass of diseased or blocked artery (neck to chest artery),F,3597.74,High,4
5540,Repair of knee joint with bone graft and hardware using an endoscope,F,2894.91,High,4
5547,Repair of diseased or ruptured bulging (aneurysm) artery of arm,F,3062.85,High,4
5553,Stabilization of upper arm bone with hardware,F,3239.82,High,4
5562,Repair of narrowed area of windpipe cartilage,F,4183.83,High,4
5563,Removal of multiple wrist bones,F,3002.79,High,4
5567,Open treatment of broken nasal and cheek bones,F,3728.89,High,4
5569,Open treatment of broken and dislocated forearm bones at elbow,F,2890.39,High,4
5571,"Balloon dilation of blood vessel in head, accessed through the skin",F,4221.02,High,4
5578,Repair of torn shoulder tendons,F,3626.43,High,4
5582,Donor cartilage graft at knee joint using an endoscope,F,4572.43,High,4
5583,Open treatment of broken forearm bone,F,3278.54,High,4
5599,Release of lining covering lung from chest wall,F,3341.27,High,4
5600,Transplant or transfer of multiple thigh tendons,F,3226.09,High,4
5601,"Insertion of hardware to broken thigh bone, accessed through the skin",F,3316.39,High,4
5602,Removal of pressure sore at hip bone in preparation of muscle flap or skin graft,F,3374.24,High,4
5605,"Removal of membrane from the retina, pars plana approach",F,4527.25,High,4
5606,Placement of (up to 4 centimeter length) hand or foot nerve graft,F,3453.17,High,4
5613,Removal of pressure sore at sacrum in preparation of muscle flap or skin graft,F,2759.7,High,4
5614,Repair of forearm bone at elbow,F,2859.96,High,4
5618,Repair of finger joint,F,4217.03,High,4
5620,Fusion of hand joint,F,2937.14,High,4
5622,Repair of blood vessel of chest with graft on heart-lung machine,F,3922.25,High,4
5630,Fusion of foreleg bones at knee or ankle joint,F,2651.59,High,4
5638,Abdominal removal of uterus (250 grams or less) with removal of tubes and/or ovaries using an endoscope,F,2918.78,High,4
5642,Vaginal delivery after prior cesarean delivery with post-delivery care,F,2879.0,High,4
5644,"Reshaping of bone, cartilage, or tip of nose",F,4181.01,High,4
5645,Removal or revision of neurostimulator pulse generator or receiver,F,2819.72,High,4
5662,Removal of excessive skin and tissue beneath the skin of buttock,F,3639.27,High,4
5664,Insertion of tissue expanders,F,3877.01,High,4
5666,Insertion or replacement of brain neurostimulator generator or receiver,F,3687.7,High,4
5670,Repair of knee joint,F,4162.4,High,4
5681,Partial removal of spine bone and growth at middle spinal column,F,3984.84,High,4
5689,Dilation and urinary duct (ureter) stent insertion using an endoscope,F,2647.34,High,4
5690,Removal of loose or foreign body of knee joint using an endoscope,F,3212.67,High,4
5697,Removal of gallbladder and creation of bile duct drainage to bowel,F,3525.27,High,4
5698,Complete removal of inside lining of chest cavity and lung using an endoscope,F,4456.69,High,4
5704,Suture of injured bile duct,F,3753.95,High,4
5705,Removal (5 centimeters or greater) tissue growth of leg or ankle,F,4232.76,High,4
5717,"Catheter based repair of heart valve (pulmonary) to lungs, accessed through the skin",F,4572.42,High,4
5718,Removal of blood clot in artery,F,2951.09,High,4
5728,Repair of knee joint using an endoscope,F,3583.69,High,4
5729,Partial removal of external female genitals and surrounding lymph nodes on one of the groin,F,3740.32,High,4
5735,"Evaluation and insertion of catheters for recording, pacing, and treatment of abnormal heart rhythm",F,3754.62,High,4
5745,Impression and custom preparation of oral prosthesis for use during surgery,F,3689.03,High,4
5749,Repair of diseased or ruptured bulging (aneurysm) artery of arm,F,3256.09,High,4
5751,Removal of thyroid and surrounding lymph nodes,F,4509.33,High,4
5764,Removal of cyst or growth from mid-chest cavity using an endoscope,F,2797.71,High,4
5765,Repair of lung herniation through chest wall,F,2754.8,High,4
5767,Repair of hand tendon with graft,F,2935.6,High,4
5772,Removal of loose or foreign body of elbow using an endoscope,F,2751.44,High,4
5780,Relocation of muscle of shoulder or upper arm,F,3294.39,High,4
5786,Removal of inner ear canal,F,3281.65,High,4
5791,Partial removal of stomach and severing of vagus nerve,F,2877.3,High,4
5806,"Removal of breast, lymph nodes, and muscle",F,2973.44,High,4
5810,Revision of shunts to bypass blood flow to liver using imaging guidance,F,4212.99,High,4
5816,Incision of throat for feeding,F,2711.47,High,4
5829,Removal of loose or foreign body of knee joint using an endoscope,F,3323.21,High,4
5831,"Removal of bladder and bladder canal (urethra), female",F,2676.2,High,4
5837,"Implantation, revision, or repositioning of catheter in spinal canal for medication administration",F,3225.74,High,4
5848,Removal of carotid artery tumor,F,3569.57,High,4
5859,Burr hole exploration of the brain,F,2741.89,High,4
5871,Removal (less than 5 centimeters) tissue growth of thigh or knee,F,4508.93,High,4
5878,Transplantation of tissue from one cornea to other cornea,F,4137.25,High,4
5879,Open treatment of broken shin bone with plate or screws,F,2683.32,High,4
5883,Removal of lens material and capsule,F,2801.55,High,4
5895,Fusion of finger joint,F,3045.93,High,4
5897,Bypass of diseased or blocked artery (neck to brain artery),F,3868.1,High,4
5899,Open treatment of broken shin bone,F,2715.21,High,4
5901,Removal of nasal sinus tissue using an endoscope,F,2882.1,High,4
5902,"Vaginal removal of uterus (greater than 250 grams), tubes, and/or ovaries",F,3074.06,High,4
5913,Correction of bunion,F,2774.69,High,4
5916,Injection of bone cement into body of middle or lower spine bone accessed through the skin using imaging guidance,F,2735.0,High,4
5927,Removal of kidney and urinary duct (ureter) using an endoscope,F,3886.4,High,4
5931,Strengthening of thigh bone,F,3855.52,High,4
