HCPCS Code,HCPCS Description,HCPCS Drug Indicator,Place of Service,Number of Providers,Number of Services,Number of Unique Beneficiary/Provider Interactions,Number of Distinct Medicare Beneficiary/Per Day Services,Average Submitted Charge Amount,Average Medicare Allowed Amount,Average Medicare Payment Amount,Average Medicare Standardized Payment Amount
95867,Needle measurement and recording of electrical activity of cranial nerve-supplied muscles on one side of body,N,O,101,163,163,163,248.66,84.15,63.77,65.10
95868,Needle measurement and recording of electrical activity of cranial nerve-supplied muscles on both sides of body,N,F,240,3449,3425,3449,935.47,65.28,50.24,50.83
95868,Needle measurement and recording of electrical activity of cranial nerve-supplied muscles on both sides of body,N,O,78,220,207,218,381.61,136.44,104.01,104.46
95869,Needle measurement and recording of electrical activity of middle spine muscles,N,F,93,280,274,279,262.43,20.79,16.17,15.99
95869,Needle measurement and recording of electrical activity of middle spine muscles,N,O,160,286,277,284,217.42,86.83,65.03,66.76
95870,"Needle measurement and recording of electrical activity of muscles in arm or leg or muscles in trunk or head, limited study",N,F,486,46277,23762,24025,388.01,20.74,16.00,15.99
95870,"Needle measurement and recording of electrical activity of muscles in arm or leg or muscles in trunk or head, limited study",N,O,308,1841,1185,1485,205.64,85.94,65.39,67.56
95872,Needle measurement and recording electrical activity of muscles including jitter blocking and/or fiber density using single electrode,N,F,109,545,478,483,522.84,158.05,118.87,119.99
95872,Needle measurement and recording electrical activity of muscles including jitter blocking and/or fiber density using single electrode,N,O,114,1993,1004,1116,414.70,192.44,147.64,154.47
95873,Electrical stimulation for guidance with injection of chemical for destruction of muscles,N,F,137,1706,960,1703,79.06,20.85,15.58,15.75
95873,Electrical stimulation for guidance with injection of chemical for destruction of muscles,N,O,332,3413,1811,3413,178.89,69.31,52.65,52.27
95874,Needle measurement and recording of electrical activity of muscles for guidance with injection of chemical for destruction of muscles,N,F,791,17973,8575,17949,129.78,20.51,15.23,15.58
95874,Needle measurement and recording of electrical activity of muscles for guidance with injection of chemical for destruction of muscles,N,O,2790,58740,26095,58600,164.44,67.87,51.49,52.85
95885,Needle measurement and recording of electrical activity of muscles of arm or leg limited study,N,F,1784,39498,26555,26789,309.31,19.44,14.86,15.02
95885,Needle measurement and recording of electrical activity of muscles of arm or leg limited study,N,O,4639,98854,69653,71254,161.93,56.71,43.32,44.75
95886,Needle measurement and recording of electrical activity of muscles of arm or leg complete study,N,F,2482,114036,76896,78006,216.14,47.16,35.79,37.00
95886,Needle measurement and recording of electrical activity of muscles of arm or leg complete study,N,O,9517,822952,478328,503932,240.50,90.35,69.04,71.00
95887,Needle measurement and recording of electrical activity of head or trunk muscles,N,F,575,3402,3252,3275,234.40,38.08,29.43,29.49
95887,Needle measurement and recording of electrical activity of head or trunk muscles,N,O,972,10745,10103,10634,226.47,80.69,62.49,64.32
95905,Needle measurement and recording of movement and/or feeling of arm or leg with interpretation and report,N,F,9,28,20,20,142.29,2.77,1.97,2.00
95905,Needle measurement and recording of movement and/or feeling of arm or leg with interpretation and report,N,O,214,1808,1230,1242,152.31,72.48,53.59,52.52
95907,"Nerve transmission studies, 1-2 studies",N,F,601,3292,3228,3282,369.67,55.24,42.05,42.19
95907,"Nerve transmission studies, 1-2 studies",N,O,1612,5078,4954,5077,250.06,95.66,70.76,72.82
95908,"Nerve transmission studies, 3-4 studies",N,F,1657,15718,15630,15717,405.52,68.19,50.99,52.11
95908,"Nerve transmission studies, 3-4 studies",N,O,5073,48982,48439,48948,325.61,121.30,90.03,93.55
95909,"Nerve transmission studies, 5-6 studies",N,F,2043,23626,23487,23624,367.97,81.81,60.75,62.12
95909,"Nerve transmission studies, 5-6 studies",N,O,6905,111931,109996,111727,416.48,144.61,107.73,111.78
95910,"Nerve transmission studies, 7-8 studies",N,F,2097,25011,24855,25011,450.88,109.46,81.73,83.24
95910,"Nerve transmission studies, 7-8 studies",N,O,7400,136061,132794,135815,552.81,194.87,146.57,149.94
95911,"Nerve transmission studies, 9-10 studies",N,F,1891,19629,19510,19629,522.46,137.12,102.72,104.16
95911,"Nerve transmission studies, 9-10 studies",N,O,7533,149766,144738,149431,675.97,233.95,177.30,180.32
95912,"Nerve transmission studies, 11-12 studies",N,F,1309,8791,8755,8790,598.57,162.31,122.14,123.99
95912,"Nerve transmission studies, 11-12 studies",N,O,5352,71825,69122,71670,796.35,258.05,196.52,199.02
95913,"Nerve transmission studies, 13 or more studies",N,F,1183,8644,8605,8644,783.47,192.20,145.50,147.54
95913,"Nerve transmission studies, 13 or more studies",N,O,4747,73514,69191,73351,984.10,297.87,226.74,229.79
95921,Testing of autonomic (sympathetic) nervous system function,N,F,51,421,411,420,170.56,47.66,36.80,36.58
95921,Testing of autonomic (sympathetic) nervous system function,N,O,1153,47753,44232,47723,255.22,83.33,62.77,60.77
95922,Testing of autonomic (sympathetic) nervous system function at least 5 minutes of tilt,N,F,17,84,84,84,102.96,47.75,35.11,37.54
95922,Testing of autonomic (sympathetic) nervous system function at least 5 minutes of tilt,N,O,160,3265,2908,3265,249.29,105.25,80.50,78.35
95923,Testing of autonomic (sympathetic) nervous system function,N,F,122,1581,1569,1578,147.22,47.21,35.64,35.99
95923,Testing of autonomic (sympathetic) nervous system function,N,O,2707,117765,108202,117599,382.77,141.16,105.82,105.64
95924,"Testing of autonomic (sympathetic) nervous system function, at least 5 minutes of tilt",N,F,69,1180,1175,1180,270.75,91.19,68.33,69.32
95924,"Testing of autonomic (sympathetic) nervous system function, at least 5 minutes of tilt",N,O,502,19956,18283,19891,312.87,155.90,118.94,117.67
95925,Insertion of needles and skin electrodes for measurement and recording of stimulated sites in the arms,N,F,428,3282,3251,3281,498.60,28.54,21.98,22.13
95925,Insertion of needles and skin electrodes for measurement and recording of stimulated sites in the arms,N,O,350,9304,8835,9294,193.55,106.06,82.48,77.46
95926,Insertion of needles and skin electrodes for measurement and recording of stimulated sites in the legs,N,F,228,1560,1526,1560,490.32,28.07,21.67,21.79
95926,Insertion of needles and skin electrodes for measurement and recording of stimulated sites in the legs,N,O,349,11400,10972,11394,212.52,107.86,83.88,80.27
95927,Insertion of needles and skin electrodes for measurement and recording of stimulated sites on the trunk or head,N,F,72,904,879,904,264.64,28.29,21.80,22.30
95927,Insertion of needles and skin electrodes for measurement and recording of stimulated sites on the trunk or head,N,O,159,7484,6191,7445,210.06,113.00,86.97,92.40
95928,Placement of skin electrodes for measurement and recording of stimulated sites of the arms,N,F,95,212,212,212,580.01,82.82,64.40,64.51
95928,Placement of skin electrodes for measurement and recording of stimulated sites of the arms,N,O,9,39,39,39,419.08,227.65,171.52,160.81
95929,Placement of skin electrodes for measurement and recording of stimulated sites of the legs,N,F,171,1260,1235,1260,543.70,82.49,63.57,64.53
95929,Placement of skin electrodes for measurement and recording of stimulated sites of the legs,N,O,7,64,61,64,424.81,217.38,166.14,153.13
95930,Measurement and recording of nerve conduction patterns using visually-evoked stimulation,N,F,414,1176,1163,1174,132.98,42.98,32.68,35.28
95930,Measurement and recording of nerve conduction patterns using visually-evoked stimulation,N,O,2659,75767,66738,75181,250.77,128.76,96.66,98.87
95933,Measurement of nerve conduction patterns of eye blink reflex,N,F,83,133,131,132,137.89,32.91,24.29,24.12
95933,Measurement of nerve conduction patterns of eye blink reflex,N,O,166,500,493,500,237.32,76.64,57.99,58.34
95937,Testing with stimulation for assessment of function at muscle-nerve junction,N,F,776,22089,16630,17000,342.80,36.03,27.82,27.54
95937,Testing with stimulation for assessment of function at muscle-nerve junction,N,O,1061,10297,4505,4762,218.20,82.34,63.73,63.21
95938,Insertion of needles and skin electrodes for measurement and recording of stimulated sites in the arms and legs,N,F,799,76267,74583,76247,1025.01,48.09,37.18,37.15
95938,Insertion of needles and skin electrodes for measurement and recording of stimulated sites in the arms and legs,N,O,258,4646,3938,4644,706.88,313.75,244.54,254.32
95939,Insertion of needles and skin electrodes for measurement and recording of stimulated sites in the arms and legs,N,F,636,35295,34572,35289,1484.26,124.97,96.72,96.20
95939,Insertion of needles and skin electrodes for measurement and recording of stimulated sites in the arms and legs,N,O,42,187,185,186,1022.70,249.59,191.18,216.60
95940,"Continuous monitoring of nervous system during operation, each 15 minutes",N,F,176,16773,1982,2037,145.26,34.72,27.03,26.12
95940,"Continuous monitoring of nervous system during operation, each 15 minutes",N,O,5,639,63,63,58.31,31.92,25.02,26.09
95943,Testing of autonomic (parasympathetic and sympathetic) nervous system function,N,F,4,25,25,25,157.20,57.97,44.44,45.90
95943,Testing of autonomic (parasympathetic and sympathetic) nervous system function,N,O,780,31612,28419,31567,327.74,134.92,101.59,102.90
95950,Monitoring and localization of seizure activity over 24-hour period using electroencephalograph (EEG),N,F,167,579,401,572,390.71,81.43,62.41,63.13
95950,Monitoring and localization of seizure activity over 24-hour period using electroencephalograph (EEG),N,O,54,479,218,324,464.06,261.92,204.17,233.85
95951,Monitoring and localization of seizure activity over 24-hour period using 16-channel electroencephalograph (EEG),N,F,2285,132459,60103,131479,1202.35,323.69,250.51,256.18
95951,Monitoring and localization of seizure activity over 24-hour period using 16-channel electroencephalograph (EEG),N,O,1563,52875,19322,49814,4089.12,1287.26,998.76,1011.92
95953,Monitoring and localization of seizure activity over 24-hour period using portable 16-channel electroencephalograph (EEG),N,F,1035,9286,5371,9233,580.69,166.62,127.85,130.10
95953,Monitoring and localization of seizure activity over 24-hour period using portable 16-channel electroencephalograph (EEG),N,O,1071,15596,7562,14629,1079.32,387.22,296.63,300.02
95954,Measurement and recording of electrical activity (EEG) of the brain including stimulation by medication or physical activity,N,F,22,916,745,916,236.32,130.40,100.61,100.73
95954,Measurement and recording of electrical activity (EEG) of the brain including stimulation by medication or physical activity,N,O,18,789,608,789,778.12,346.34,255.65,290.66
95955,Measurement of electrical activity (EEG) outside the brain during surgery,N,F,502,15978,15570,15957,631.23,54.25,41.73,42.88
95955,Measurement of electrical activity (EEG) outside the brain during surgery,N,O,17,23,22,23,850.82,129.84,88.41,107.57
95956,Monitoring and localization of seizure activity over 24-hour period using electroencephalograph (EEG),N,F,234,2644,1281,2636,819.02,196.35,151.65,152.90
95956,Monitoring and localization of seizure activity over 24-hour period using electroencephalograph (EEG),N,O,112,1855,913,1646,2548.96,1303.00,989.94,1076.30
95957,Digital analysis of electrical brain wave activity (EEG),N,F,465,20362,14089,20326,356.36,109.34,84.74,83.75
95957,Digital analysis of electrical brain wave activity (EEG),N,O,1593,61074,36404,58446,793.04,254.06,196.38,198.02
95958,Measurement and recording of electrical brain wave activity (EEG) in a specific area of the brain,N,F,116,157,154,157,928.48,232.76,176.29,177.49
95961,"Mapping of electrical brain wave activity (EEG) using electrodes on brain surface to provoke seizure activity or assess brain function, first hour",N,F,376,1551,1458,1551,666.02,166.84,129.03,129.45
95961,"Mapping of electrical brain wave activity (EEG) using electrodes on brain surface to provoke seizure activity or assess brain function, first hour",N,O,16,89,81,89,791.20,297.36,233.13,222.53
95962,Mapping of electrical brain wave activity (EEG) to provoke seizure activity or assess brain function,N,F,179,1483,832,883,614.46,176.34,136.81,138.08
95962,Mapping of electrical brain wave activity (EEG) to provoke seizure activity or assess brain function,N,O,9,44,30,30,1373.94,250.23,196.18,188.44
95965,Measurement and recording of spontaneous brain processing function using magnetic fields,N,F,29,108,106,108,1685.47,436.38,338.91,337.74
95966,Measurement and recording of externally evoked brain processing function using magnetic fields,N,F,29,74,73,74,837.34,226.61,174.15,167.30
95967,Measurement and recording of externally evoked brain processing function using magnetic fields,N,F,23,58,52,53,641.54,201.43,156.98,148.40
95970,Electronic analysis of implanted brain spinal cord or peripheral neurostimulator generator system,N,F,1186,8727,6472,8726,175.61,23.62,16.62,16.88
95970,Electronic analysis of implanted brain spinal cord or peripheral neurostimulator generator system,N,O,3333,30267,19233,30265,184.50,64.13,46.04,47.28
95971,"Electronic analysis and programming of implanted simple spinal cord or peripheral neurostimulator generator system during or after surgery, first hour",N,F,1234,6465,5177,6465,199.77,40.15,29.85,30.68
95971,"Electronic analysis and programming of implanted simple spinal cord or peripheral neurostimulator generator system during or after surgery, first hour",N,O,2489,17302,11260,17302,161.07,48.38,35.38,36.56
95972,"Electronic analysis and programming of implanted complex spinal cord or peripheral neurostimulator generator system during or after surgery, first hour",N,F,3887,25822,22159,25817,301.09,42.00,32.20,33.25
95972,"Electronic analysis and programming of implanted complex spinal cord or peripheral neurostimulator generator system during or after surgery, first hour",N,O,3742,31077,21808,31073,275.36,57.03,42.27,43.27
95974,"Electronic analysis and programming of implanted complex cranial neurostimulator generator system during or after surgery, first hour",N,F,600,2631,1930,2630,580.93,159.48,117.48,123.59
95974,"Electronic analysis and programming of implanted complex cranial neurostimulator generator system during or after surgery, first hour",N,O,1317,9503,4459,9503,493.10,198.53,144.69,154.13
95975,Electronic analysis and programming of implanted complex cranial neurostimulator generator system during or after surgery,N,O,17,180,79,171,281.02,108.68,83.81,88.92
95978,"Electronic analysis and programming of implanted complex deep brain neurostimulator generator system, first hour",N,F,586,9849,5910,9848,742.28,184.57,136.62,141.89
95978,"Electronic analysis and programming of implanted complex deep brain neurostimulator generator system, first hour",N,O,1266,26131,11870,26130,643.45,243.49,181.40,184.08
95979,Electronic analysis and programming of implanted complex deep brain neurostimulator generator system,N,F,136,1297,699,934,406.13,88.34,68.45,68.36
95979,Electronic analysis and programming of implanted complex deep brain neurostimulator generator system,N,O,382,4509,1892,3023,275.34,105.70,81.84,83.32
