rsd,y_pred,y_conf,y_true,provider_count,unique_beneficiary_provider
Repair of eardrum and ear canal with incision of mastoid bone,6,0.9938055,6,145,192
Vaginal removal of uterus (250 grams or less),6,0.9941605,6,49,81
Preparation of donor pancreas for transplantation,6,0.4062753,6,260,534
Open treatment of broken and/or dislocated upper or lower arm bones at elbow ,6,0.8780816,6,376,414
Partial removal of bone with release of spinal cord or spinal nerves of 1 interspace in upper spine ,6,0.83376324,6,1367,2270
"Fusion of spine bones at skull base, posterior approach",6,0.9331251,6,1452,2144
Amputation of foot at ankle,6,0.8309499,6,122,133
Stereotactic implantation of brain electrodes for seizure monitoring ,6,0.9529309,6,57,112
"Vaginal removal of uterus (250 grams or less), tubes, and/or ovaries using an endoscope ",6,0.98548293,6,26,26
Physiological support for harvesting of organs ,6,0.8380753,6,8,53
Insertion of multi-component inflatable penile prosthesis ,6,0.9051287,6,27,32
Removal of over one-fourth of the eyelid involving lid margin ,6,0.73680425,6,1408,7503
Drainage or removal of foreign body of wrist joint,6,0.8121598,6,469,636
Heart artery bypass to repair one artery,6,0.97692865,6,2739,6634
Re-exploration of spine repair with release of upper spinal cord or nerves,6,0.5815766,6,278,335
"Partial removal of lower esophagus, open chest and abdominal procedure or open abdominal procedure",6,0.987457,6,182,226
Repair of nerve with graft,6,0.98774624,6,707,1473
Partial removal of knee joint lining using an endoscope,5,0.58005935,6,3340,8609
Removal and replacement of stent in kidney and urinary duct (ureter) using fluoroscopic guidance including radiological supervision and interpretation ,5,0.36361858,6,19,23
Open treatment of broken eye socket bone ,6,0.8686215,6,36,40
Removal and replacement of infected non-inflatable penile prosthesis ,6,0.9278448,6,30,31
Repair of joint capsule of hand and finger,6,0.59723586,6,20,20
Removal of growth of finger ,6,0.93435943,6,31,32
Removal of lens material and portion of lens capsule,6,0.30218652,6,374,517
Partial removal of large bowel and reattachment to rectum and creation of large bowel opening using an endoscope ,6,0.9843448,6,627,811
Repair of blood vessel of neck with graft ,6,0.9768346,6,79,151
Removal of gallbladder with X-ray study of bile ducts,6,0.9089451,6,1696,2144
Partial removal of large bowel with creation of opening ,6,0.996557,6,12,12
Partial removal of the nose,6,0.75270575,6,10,12
Esophagus procedure using an endoscope,6,0.9155954,6,419,1035
Open treatment of broken forearm bone and closed treatment of joint dislocation,5,0.2931738,6,196,199
"Insertion of hardware to growth plate or broken upper arm bone at elbow, accessed through the skin ",6,0.75676954,6,117,124
Reconstruction of abnormal toe,6,0.9507577,6,7,12
Abdominal exploration or removal of adrenal gland,6,0.87197566,6,459,560
Physiological support for harvesting of organs,6,0.8318156,6,168,236
Therapy for reduction of lower heart chamber defect via catheter accessed through the skin,6,0.6950602,6,135,280
Removal of entire elbow joint lining using an endoscope,6,0.61107993,6,131,145
Insertion of catheter into artery on one side of neck or chest for diagnosis or treatment including radiological supervision and interpretation ,6,0.9141472,6,13,18
Repair of diseased or ruptured bulging (aneurysm) artery of abdominal organ,6,0.99561524,6,171,184
Removal of all underarm lymph nodes ,6,0.9668132,6,1681,2633
Removal of total salivary gland growth or salivary gland and surrounding lymph nodes on one side of neck,6,0.9309273,6,197,264
Transplantation of tissue from one cornea to other cornea ,6,0.9274539,6,37,48
Lengthening of tendon of hand or finger,6,0.95319533,6,48,92
Removal (less than 1.5 centimeters) tissue beneath the skin growth of hand or finger,4,0.37133908,6,2564,4664
Removal of gallbladder using an endoscope,6,0.8086518,6,17363,128364
Removal of thyroid cyst or drainage of thyroid gland duct ,6,0.82520366,6,399,426
"Removal of vena cava filter by endovascular approach, including radiological supervision and interpretation",6,0.97198087,6,3144,6885
"Amputation of leg, open procedure",6,0.6408293,6,1279,1801
"Abdominal removal of uterus (greater than 250 grams), tubes, and/or ovaries using an endoscope",6,0.98685235,6,31,32
Insertion of tubes into arm or leg for blood circulation with chemotherapy,6,0.8020284,6,29,46
Removal of mastoid bone including removal of growth of middle ear,6,0.9797182,6,85,98
Repair of detached retina and drainage of eye fluid between lens and retina,6,0.95394564,6,528,982
Removal of forearm bone at wrist,6,0.91987574,6,39,48
"Tissue transfer repair of wound (10 sq centimeters or less) of eyelids, nose, ears, and/or lips",5,0.4639008,6,5605,38334
Removal of elbow tissue or frayed cartilage from all joint compartments using an endoscope ,6,0.7088528,6,457,595
Removal of upper spine sympathetic nerves ,6,0.54847383,6,9,14
Open treatment of broken thigh bone ,6,0.9725203,6,11,13
Repair of foot tendon,6,0.53472406,6,923,1358
Revision of previous mastoid surgery and ear drum ,6,0.9752235,6,34,41
Repair of ligament of hand or finger joint,6,0.98461056,6,7,13
Partial removal of middle spine bone with release of spinal cord and/or nerves,6,0.8982616,6,10462,167229
Creation of shunt to improve eye fluid flow with graft ,6,0.743269,6,2230,19360
Reconstruction of upper heart chamber tissue and alteration of electrical pathway using an endoscope,6,0.88875645,6,119,355
Partial removal of thyroid lobe on one side of the neck,6,0.7966823,6,14,14
Vaginal removal of uterus and vagina with repair of herniated bowel into rectum or vagina ,6,0.94922274,6,56,89
Repair of spinal fluid leak ,6,0.98080885,6,745,1026
Removal of growth of upper arm bone,6,0.92282385,6,90,134
Anesthesia for procedure on major abdominal blood vessels ,6,0.93674964,6,9,430
Examination of jaw joint using an endoscope ,6,0.81085366,6,53,113
"Insertion of artificial upper spine disc, anterior approach ",6,0.95081264,6,374,615
Creation of a tear drainage tract to the nasal cavity with insertion of tube or stent ,5,0.43848884,6,379,708
Anesthesia for repair of bulging (aneurysm) defect in knee artery ,6,0.89955014,6,1779,1942
Repair of brow paralysis ,6,0.977469,6,2258,15161
Repair of forearm bone ,6,0.9919956,6,12,12
"Battery clips for use with electric or electric/pneumatic ventricular assist device, replacement only ",6,0.6787032,6,6,58
Insertion of catheter into artery on one side of chest for diagnosis or treatment including radiological supervision and interpretation ,6,0.8981709,6,231,861
Removal of bladder,5,0.4628048,6,143,190
Opening in chest with removal of lung cysts ,6,0.5774153,6,36,38
Radiological supervision and interpretation of catheter-delivered implant (accessed through the skin) to left upper heart chamber for appendage closure,4,0.23853762,6,457,3217
Incision of pelvic and thigh bone ,6,0.9125042,6,15,15
Connection of bile duct to small bowel,6,0.9930823,6,48,71
Incision of spine bone with removal of disc material at lower spinal column,6,0.7360832,6,284,935
Repair of finger tendon with graft,6,0.9786032,6,116,117
Removal of entire external female genitals,6,0.59778553,6,119,133
Reconstruction of dislocating knee cap,6,0.9226732,6,34,39
Removal (less than 3 centimeters) tissue growth at forearm and/or wrist,6,0.7339513,6,111,174
Repair of shoulder rotator cuff using an endoscope,6,0.9131216,6,621,2733
Urinary system procedure,6,0.45065114,6,323,406
Removal or destruction of growth in nose,5,0.5584799,6,111,119
Repair of finger tendon,6,0.98081243,6,811,977
Removal (less than 5 centimeters) tissue growth of thigh or knee,6,0.9633363,6,155,196
Relocation of muscles of shoulder or upper arm ,6,0.9485085,6,47,107
Heart artery bypass to repair multiple arteries,6,0.9892525,6,518,694
Repair of finger tendon with graft,6,0.9786033,6,110,113
"Laser destruction of incompetent vein of arm or leg using imaging guidance, accessed through the skin",6,0.73396015,6,714,3613
"Removal of spinal canal drug infusion pump or device, accessed beneath the skin",5,0.5081912,6,974,1515
"Insertion of breast prosthesis following breast repositioning, removal or reconstruction",6,0.9440957,6,1409,3483
Gene analysis (breast cancer 1 and 2) full sequence and common duplication or deletion variants ,6,0.5380811,6,68,19172
Anesthesia for partial removal of rib and chest wall reconstruction ,6,0.87990963,6,191,199
Removal of assistive blood flow device from one lower heart chamber ,6,0.56831384,6,144,187
Removal of lymph nodes at groin ,6,0.93474466,6,14,19
"Aspiration of lower spine disc, accessed through the skin",6,0.4931902,6,8,11
Removal of skull bone growth with release of optic nerve ,6,0.9241374,6,14,16
Fusion of ankle joint using an endoscope,6,0.8686811,6,245,347
Repair of narrowed area of windpipe cartilage,6,0.9751432,6,30,48
Diagnostic examination of knee using an endoscope,4,0.44106472,6,676,1483
"Release of nerve of arm or leg, open procedure",6,0.7705426,6,2406,4623
"Removal of rectum with creation of large bowel opening, open abdominal and rectal procedure",6,0.99128,6,1046,1459
Tying inferior vena cava,6,0.85033107,6,35,46
Removal of wrist bone cyst or growth ,5,0.5995889,6,292,380
"Insertion of hardware to dislocated finger joint with manipulation, accessed through the skin",5,0.78020644,6,329,374
Treatment of broken shin bone,6,0.8721487,6,3879,5653
Open treatment of broken foot bone,3,0.41435963,6,311,357
Laser vaporization of prostate including control of bleeding using an endoscope,6,0.7031651,6,2976,21779
Abdominal removal of uterus (250 grams or less) with removal of tubes and/or ovaries using an endoscope,6,0.97564805,6,141,274
"Removal of tissue and/or bone at elbow with tendon repair, open procedure",6,0.7859428,6,27,36
Repair of hip socket with removal of head of thigh bone,6,0.97781974,6,940,1080
Repair of finger tendon,6,0.9808122,6,852,1015
Female genital system (nonobstetric) procedure,2,0.41897804,6,226,297
"Indium in-111 capromab pendetide, diagnostic, per study dose, up to 10 millicuries",6,0.8122581,6,14,39
Excision of corneal tissue to correct astigmatism,6,0.39643553,6,38,50
Repair of blood vessel of abdomen with graft,6,0.9893141,6,155,186
Repair of abnormal lung vein blood return to left upper heart chamber,6,0.9787148,6,17,17
Aspiration of blood accumulation in brain,6,0.96800137,6,3920,11013
Resuture of bladder neck to vaginal wall and pubic bone with bladder canal suspension,5,0.6526706,6,46,74
Removal of knee cap,6,0.86964977,6,759,1338
Removal of esophagus ,6,0.87903,6,178,280
Closed treatment of broken jaw bone with manipulation,6,0.67099875,6,31,32
Vaginal removal of uterus and vagina with repair of herniated bowel into rectum or vagina,6,0.95101076,6,41,86
"Removal of voice box and throat, muscle, lymph nodes, and glands with reconstruction of defect ",6,0.97992355,6,51,69
Repair of diseased or bulging (aneurysm) artery of abdominal aorta,6,0.9955381,6,808,1074
Plastic repair of vagina for intersex state,4,0.35849762,6,15,28
Reattachment of nasal and eye socket ligament ,6,0.7775738,6,431,1009
Incision of tissue on one side of pelvic muscle compartment with removal of muscle,6,0.66434014,6,38,50
Repair of spinal fluid leak ,6,0.980806,6,1247,1754
Removal of wrist bone cyst or growth with donor bone graft,6,0.44806758,6,16,17
Nuclear medicine study with CT imaging skull base to mid-thigh,6,0.4848951,6,4806,269232
Creation of opening or partial removal of sac that covers the heart,6,0.93705237,6,2926,6561
Repair of finger tendon with graft,6,0.9786038,6,27,28
Excision of skull base and upper spine to release spinal cord,6,0.9504001,6,456,519
Transplant of tendon to palm,6,0.9665499,6,57,64
Aspiration or release of eye fluid between the lens and retina,6,0.65405524,6,721,1111
Anesthesia for procedure to remove uterus following delivery ,6,0.76660097,6,61,63
Repair non-healed fracture of forearm bone with patient-derived bone graft,6,0.9664462,6,555,616
Removal of diseased tissue or growths in multiple nasal sinuses on one side of face,6,0.8916579,6,71,149
Removal of growth of ear canal,6,0.9451959,6,14,16
Open treatment of broken eye socket bone,6,0.8584507,6,75,86
"Repair of multiple hamstring tendons, open procedure",6,0.6945362,6,47,165
Anesthesia for procedure in lower abdomen including urinary tract ,4,0.468475,6,30,72
"Battery/power pack charger for use with electric or electric/pneumatic ventricular assist device, replacement only",6,0.7480329,6,7,118
Reduction of size of the external female sexual organ (clitoris),6,0.82080394,6,9,34
"Laser destruction of incompetent vein of arm or leg using imaging guidance, accessed through the skin ",6,0.71633255,6,2265,39698
Revision of previous mastoid surgery,6,0.98006195,6,50,61
Incision and drainage of cavity behind eye,6,0.6069028,6,110,132
Removal of rib with creation of open flap tract for drainage of infected material from lung,6,0.93271655,6,160,173
Chemotherapy procedure,3,0.30584332,6,57,129
Open treatment of broken great toe,4,0.44289026,6,470,493
Removal or shaving of hip joint socket cartilage using an endoscope,6,0.98767763,6,667,1302
Vaginal removal of uterus (250 grams or less) with repair of herniated bowel ,6,0.99109405,6,411,600
Implantation of brain strip electrodes for seizure monitoring ,6,0.90796995,6,19,23
"Insertion of anterior spinal instrumentation for spinal stabilization, 4 to 7 vertebral segments",6,0.95601183,6,22,22
Amputation of foot at ankle,6,0.8309484,6,158,216
Removal and repair of large bone defect of shin or ankle using an endoscope,6,0.9676801,6,134,151
Mechanical separation of plasma and abnormal antibodies from blood ,6,0.5255271,6,22,22
Release of ligaments at outer aspect of knee joint using an endoscope,5,0.42237073,6,32,41
Connection of bile duct to small bowel,6,0.9930821,6,276,449
Suture and/or tying chest lymph duct,6,0.7736144,6,144,265
